sequence,seedId,name,normalizedName,mealCategory,mealTypeSuggested,countryOfOriginSuggested,discovery,studentAthleteTarget,mealPrepCandidate,imageSearchQuery,assetMainFile,assetCardFile,imageStatus
134,REC-CAND-0134,Moroccan Steak with Vegetables,moroccan steak with vegetables,Main Meal,Dinner,Philippines,False,True,True,Moroccan Steak with Vegetables recipe,assets/main.avif,assets/card.avif,not-included-see-readme
135,REC-CAND-0135,Indian Sausage Wraps,indian sausage wraps,Main Meal,Lunch,China,False,True,True,Indian Sausage Wraps recipe,assets/main.avif,assets/card.avif,not-included-see-readme
136,REC-CAND-0136,Pork Tenderloin Pasta Bake,pork tenderloin pasta bake,Main Meal,Dinner,Peru,False,True,True,Pork Tenderloin Pasta Bake recipe,assets/main.avif,assets/card.avif,not-included-see-readme
137,REC-CAND-0137,Tofu and Cucumber Stir-Fry,tofu and cucumber stir fry,Main Meal,Dinner,Thailand,False,True,True,Tofu and Cucumber Stir-Fry recipe,assets/main.avif,assets/card.avif,not-included-see-readme
138,REC-CAND-0138,Chipotle Tempeh Chili,chipotle tempeh chili,Main Meal,Lunch,Brazil,False,True,True,Chipotle Tempeh Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
139,REC-CAND-0139,Sheet Pan Chickpea and Broccoli,sheet pan chickpea and broccoli,Main Meal,Dinner,Philippines,False,True,True,Sheet Pan Chickpea and Broccoli recipe,assets/main.avif,assets/card.avif,not-included-see-readme
140,REC-CAND-0140,Chickpea and Broccoli Noodle Bowl,chickpea and broccoli noodle bowl,Main Meal,Dinner,India,False,True,True,Chickpea and Broccoli Noodle Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
141,REC-CAND-0141,Spicy Egg Orzo Skillet,spicy egg orzo skillet,Main Meal,Lunch,Philippines,False,True,True,Spicy Egg Orzo Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
142,REC-CAND-0142,Moroccan Pork Tenderloin with Noodles,moroccan pork tenderloin with noodles,Main Meal,Dinner,France,False,True,True,Moroccan Pork Tenderloin with Noodles recipe,assets/main.avif,assets/card.avif,not-included-see-readme
143,REC-CAND-0143,Herbed Tempeh Salad Bowl,herbed tempeh salad bowl,Main Meal,Lunch,United States,False,True,True,Herbed Tempeh Salad Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
144,REC-CAND-0144,Greek Tofu Chili,greek tofu chili,Main Meal,Lunch,Jamaica,False,True,True,Greek Tofu Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
145,REC-CAND-0145,Sheet Pan Salmon and Broccoli,sheet pan salmon and broccoli,Main Meal,Lunch,Jamaica,False,True,True,Sheet Pan Salmon and Broccoli recipe,assets/main.avif,assets/card.avif,not-included-see-readme
146,REC-CAND-0146,Teriyaki Lentil with Bell Peppers,teriyaki lentil with bell peppers,Main Meal,Dinner,India,False,True,True,Teriyaki Lentil with Bell Peppers recipe,assets/main.avif,assets/card.avif,not-included-see-readme
147,REC-CAND-0147,Salmon Pilaf Bowl,salmon pilaf bowl,Main Meal,Lunch,Ethiopia,True,True,True,Salmon Pilaf Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
148,REC-CAND-0148,Chinese Pork Tenderloin with Quinoa,chinese pork tenderloin with quinoa,Main Meal,Lunch,Japan,False,True,True,Chinese Pork Tenderloin with Quinoa recipe,assets/main.avif,assets/card.avif,not-included-see-readme
149,REC-CAND-0149,Coconut Tofu Chili,coconut tofu chili,Main Meal,Dinner,France,False,True,True,Coconut Tofu Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
150,REC-CAND-0150,Cod Curry Bowl,cod curry bowl,Main Meal,Lunch,Mexico,False,True,True,Cod Curry Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
151,REC-CAND-0151,French Lentil with Rice,french lentil with rice,Main Meal,Dinner,Brazil,False,True,True,French Lentil with Rice recipe,assets/main.avif,assets/card.avif,not-included-see-readme
152,REC-CAND-0152,Ginger Chicken Chili,ginger chicken chili,Main Meal,Lunch,Jamaica,False,True,True,Ginger Chicken Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
153,REC-CAND-0153,Thai Lentil with Potatoes,thai lentil with potatoes,Main Meal,Lunch,Spain,False,True,True,Thai Lentil with Potatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
154,REC-CAND-0154,Sheet Pan Tofu and Tomatoes,sheet pan tofu and tomatoes,Main Meal,Lunch,Georgia,True,True,True,Sheet Pan Tofu and Tomatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
155,REC-CAND-0155,Herbed Tofu with Bell Peppers,herbed tofu with bell peppers,Main Meal,Dinner,Italy,False,True,True,Herbed Tofu with Bell Peppers recipe,assets/main.avif,assets/card.avif,not-included-see-readme
156,REC-CAND-0156,Harissa Cod Chili,harissa cod chili,Main Meal,Dinner,Philippines,False,True,True,Harissa Cod Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
157,REC-CAND-0157,Spicy Egg with Asparagus,spicy egg with asparagus,Main Meal,Dinner,Brazil,False,True,True,Spicy Egg with Asparagus recipe,assets/main.avif,assets/card.avif,not-included-see-readme
158,REC-CAND-0158,Brazilian Lentil with Vegetables,brazilian lentil with vegetables,Main Meal,Dinner,Mexico,False,True,True,Brazilian Lentil with Vegetables recipe,assets/main.avif,assets/card.avif,not-included-see-readme
159,REC-CAND-0159,Sheet Pan Cod and Cucumber,sheet pan cod and cucumber,Main Meal,Lunch,Mexico,False,True,True,Sheet Pan Cod and Cucumber recipe,assets/main.avif,assets/card.avif,not-included-see-readme
160,REC-CAND-0160,Chicken Stuffed Sweet Potatoes,chicken stuffed sweet potatoes,Main Meal,Lunch,Spain,False,True,True,Chicken Stuffed Sweet Potatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
161,REC-CAND-0161,Coconut Tofu Stew,coconut tofu stew,Main Meal,Dinner,United States,False,True,True,Coconut Tofu Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
162,REC-CAND-0162,Steak and Cabbage Orzo Skillet,steak and cabbage orzo skillet,Main Meal,Dinner,China,False,True,True,Steak and Cabbage Orzo Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
163,REC-CAND-0163,Korean Black Bean Flatbread,korean black bean flatbread,Main Meal,Dinner,Brazil,False,True,True,Korean Black Bean Flatbread recipe,assets/main.avif,assets/card.avif,not-included-see-readme
164,REC-CAND-0164,Sheet Pan Black Bean and Corn,sheet pan black bean and corn,Main Meal,Dinner,Greece,False,True,True,Sheet Pan Black Bean and Corn recipe,assets/main.avif,assets/card.avif,not-included-see-readme
165,REC-CAND-0165,Sheet Pan Shrimp and Kale,sheet pan shrimp and kale,Main Meal,Dinner,India,False,True,True,Sheet Pan Shrimp and Kale recipe,assets/main.avif,assets/card.avif,not-included-see-readme
166,REC-CAND-0166,Lemon Chickpea Soup,lemon chickpea soup,Main Meal,Lunch,Spain,False,True,True,Lemon Chickpea Soup recipe,assets/main.avif,assets/card.avif,not-included-see-readme
167,REC-CAND-0167,Chicken and Zucchini Quinoa Bowl,chicken and zucchini quinoa bowl,Main Meal,Lunch,Jamaica,False,True,True,Chicken and Zucchini Quinoa Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
168,REC-CAND-0168,Herbed Tuna with Cucumber,herbed tuna with cucumber,Main Meal,Lunch,Korea,False,True,True,Herbed Tuna with Cucumber recipe,assets/main.avif,assets/card.avif,not-included-see-readme
169,REC-CAND-0169,Korean Chicken Flatbread,korean chicken flatbread,Main Meal,Lunch,Jamaica,False,True,True,Korean Chicken Flatbread recipe,assets/main.avif,assets/card.avif,not-included-see-readme
170,REC-CAND-0170,Spicy Chicken with Green Beans,spicy chicken with green beans,Main Meal,Dinner,France,False,True,True,Spicy Chicken with Green Beans recipe,assets/main.avif,assets/card.avif,not-included-see-readme
171,REC-CAND-0171,Salmon Stir Fry Bowl,salmon stir fry bowl,Main Meal,Lunch,Mexico,False,True,True,Salmon Stir Fry Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
172,REC-CAND-0172,Jamaican Egg Tray Bake,jamaican egg tray bake,Main Meal,Lunch,Thailand,False,True,True,Jamaican Egg Tray Bake recipe,assets/main.avif,assets/card.avif,not-included-see-readme
173,REC-CAND-0173,Buffalo Turkey Sweet Potato Hash,buffalo turkey sweet potato hash,Main Meal,Breakfast,United States,False,True,True,Buffalo Turkey Sweet Potato Hash recipe,assets/main.avif,assets/card.avif,not-included-see-readme
174,REC-CAND-0174,Sesame Chickpea Soup,sesame chickpea soup,Main Meal,Lunch,Peru,False,True,True,Sesame Chickpea Soup recipe,assets/main.avif,assets/card.avif,not-included-see-readme
175,REC-CAND-0175,Pork Tenderloin Pita Plate,pork tenderloin pita plate,Main Meal,Dinner,India,False,True,True,Pork Tenderloin Pita Plate recipe,assets/main.avif,assets/card.avif,not-included-see-readme
176,REC-CAND-0176,Tofu Burrito Bowl,tofu burrito bowl,Main Meal,Lunch,Jamaica,False,True,True,Tofu Burrito Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
177,REC-CAND-0177,Tuna Pasta Bake,tuna pasta bake,Main Meal,Dinner,Brazil,False,True,True,Tuna Pasta Bake recipe,assets/main.avif,assets/card.avif,not-included-see-readme
178,REC-CAND-0178,Sheet Pan Black Bean and Cauliflower,sheet pan black bean and cauliflower,Main Meal,Dinner,Spain,False,True,True,Sheet Pan Black Bean and Cauliflower recipe,assets/main.avif,assets/card.avif,not-included-see-readme
179,REC-CAND-0179,Greek Pork Tenderloin Baked Potatoes,greek pork tenderloin baked potatoes,Main Meal,Dinner,Mexico,False,True,True,Greek Pork Tenderloin Baked Potatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
180,REC-CAND-0180,Lentil Pita Plate,lentil pita plate,Main Meal,Dinner,India,False,True,True,Lentil Pita Plate recipe,assets/main.avif,assets/card.avif,not-included-see-readme
181,REC-CAND-0181,Spicy Black Bean Tray Bake,spicy black bean tray bake,Main Meal,Dinner,Japan,False,True,True,Spicy Black Bean Tray Bake recipe,assets/main.avif,assets/card.avif,not-included-see-readme
182,REC-CAND-0182,Steak and Zucchini Flatbread,steak and zucchini flatbread,Main Meal,Dinner,Spain,False,True,True,Steak and Zucchini Flatbread recipe,assets/main.avif,assets/card.avif,not-included-see-readme
183,REC-CAND-0183,Peruvian Steak Tray Bake,peruvian steak tray bake,Main Meal,Dinner,Jamaica,False,True,True,Peruvian Steak Tray Bake recipe,assets/main.avif,assets/card.avif,not-included-see-readme
184,REC-CAND-0184,Shrimp Pita Plate,shrimp pita plate,Main Meal,Lunch,Nepal,True,True,True,Shrimp Pita Plate recipe,assets/main.avif,assets/card.avif,not-included-see-readme
185,REC-CAND-0185,Japanese Cod with Noodles,japanese cod with noodles,Main Meal,Lunch,Ghana,True,True,True,Japanese Cod with Noodles recipe,assets/main.avif,assets/card.avif,not-included-see-readme
186,REC-CAND-0186,Pork Tenderloin and Spinach Flatbread,pork tenderloin and spinach flatbread,Main Meal,Lunch,Philippines,False,True,True,Pork Tenderloin and Spinach Flatbread recipe,assets/main.avif,assets/card.avif,not-included-see-readme
187,REC-CAND-0187,Sheet Pan Tuna and Carrots,sheet pan tuna and carrots,Main Meal,Dinner,Italy,False,True,True,Sheet Pan Tuna and Carrots recipe,assets/main.avif,assets/card.avif,not-included-see-readme
188,REC-CAND-0188,Tempeh and Broccoli Flatbread,tempeh and broccoli flatbread,Main Meal,Lunch,Italy,False,True,True,Tempeh and Broccoli Flatbread recipe,assets/main.avif,assets/card.avif,not-included-see-readme
189,REC-CAND-0189,Cod Pilaf Bowl,cod pilaf bowl,Main Meal,Dinner,China,False,True,True,Cod Pilaf Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
190,REC-CAND-0190,Filipino Steak with Vegetables,filipino steak with vegetables,Main Meal,Dinner,Thailand,False,True,True,Filipino Steak with Vegetables recipe,assets/main.avif,assets/card.avif,not-included-see-readme
191,REC-CAND-0191,Lemon Shrimp with Broccoli,lemon shrimp with broccoli,Main Meal,Lunch,Nigeria,True,True,True,Lemon Shrimp with Broccoli recipe,assets/main.avif,assets/card.avif,not-included-see-readme
192,REC-CAND-0192,Smoky Cod Stir-Fry,smoky cod stir fry,Main Meal,Dinner,Thailand,False,True,True,Smoky Cod Stir-Fry recipe,assets/main.avif,assets/card.avif,not-included-see-readme
193,REC-CAND-0193,Roasted Pork Tenderloin with Corn,roasted pork tenderloin with corn,Main Meal,Dinner,India,False,True,True,Roasted Pork Tenderloin with Corn recipe,assets/main.avif,assets/card.avif,not-included-see-readme
194,REC-CAND-0194,Herbed Chickpea Soup,herbed chickpea soup,Main Meal,Dinner,Brazil,False,True,True,Herbed Chickpea Soup recipe,assets/main.avif,assets/card.avif,not-included-see-readme
195,REC-CAND-0195,Black Bean Pasta Bake,black bean pasta bake,Main Meal,Dinner,Mexico,False,True,True,Black Bean Pasta Bake recipe,assets/main.avif,assets/card.avif,not-included-see-readme
196,REC-CAND-0196,Sheet Pan Tempeh and Cucumber,sheet pan tempeh and cucumber,Main Meal,Dinner,Mexico,False,True,True,Sheet Pan Tempeh and Cucumber recipe,assets/main.avif,assets/card.avif,not-included-see-readme
197,REC-CAND-0197,Brazilian Shrimp Stew,brazilian shrimp stew,Main Meal,Dinner,China,False,True,True,Brazilian Shrimp Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
198,REC-CAND-0198,Japanese Shrimp Tacos,japanese shrimp tacos,Main Meal,Lunch,India,False,True,True,Japanese Shrimp Tacos recipe,assets/main.avif,assets/card.avif,not-included-see-readme
199,REC-CAND-0199,Lentil and Spinach Noodle Bowl,lentil and spinach noodle bowl,Main Meal,Lunch,Japan,False,True,True,Lentil and Spinach Noodle Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
200,REC-CAND-0200,Roasted Pork Tenderloin Casserole,roasted pork tenderloin casserole,Main Meal,Dinner,Ethiopia,True,True,True,Roasted Pork Tenderloin Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
201,REC-CAND-0201,Korean Tempeh Skillet,korean tempeh skillet,Main Meal,Dinner,Thailand,False,True,True,Korean Tempeh Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
202,REC-CAND-0202,Italian Cod Tacos,italian cod tacos,Main Meal,Dinner,Japan,False,True,True,Italian Cod Tacos recipe,assets/main.avif,assets/card.avif,not-included-see-readme
203,REC-CAND-0203,Caribbean Turkey with Rice,caribbean turkey with rice,Main Meal,Lunch,Spain,False,True,True,Caribbean Turkey with Rice recipe,assets/main.avif,assets/card.avif,not-included-see-readme
204,REC-CAND-0204,Buffalo Chickpea Salad Bowl,buffalo chickpea salad bowl,Main Meal,Lunch,Thailand,False,True,True,Buffalo Chickpea Salad Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
205,REC-CAND-0205,Cajun Sausage Soup,cajun sausage soup,Main Meal,Dinner,Jamaica,False,True,True,Cajun Sausage Soup recipe,assets/main.avif,assets/card.avif,not-included-see-readme
206,REC-CAND-0206,Herbed Salmon Casserole,herbed salmon casserole,Main Meal,Lunch,India,False,True,True,Herbed Salmon Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
207,REC-CAND-0207,Sheet Pan Lentil and Cauliflower,sheet pan lentil and cauliflower,Main Meal,Lunch,Spain,False,True,True,Sheet Pan Lentil and Cauliflower recipe,assets/main.avif,assets/card.avif,not-included-see-readme
208,REC-CAND-0208,Lean Beef Pasta Bake,lean beef pasta bake,Main Meal,Lunch,Japan,False,True,True,Lean Beef Pasta Bake recipe,assets/main.avif,assets/card.avif,not-included-see-readme
209,REC-CAND-0209,Korean Lean Beef with Quinoa,korean lean beef with quinoa,Main Meal,Lunch,Italy,False,True,True,Korean Lean Beef with Quinoa recipe,assets/main.avif,assets/card.avif,not-included-see-readme
210,REC-CAND-0210,Korean Chickpea Tacos,korean chickpea tacos,Main Meal,Dinner,Spain,False,True,True,Korean Chickpea Tacos recipe,assets/main.avif,assets/card.avif,not-included-see-readme
211,REC-CAND-0211,Lentil and Mushrooms Rice Bowl,lentil and mushrooms rice bowl,Main Meal,Dinner,Greece,False,True,True,Lentil and Mushrooms Rice Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
212,REC-CAND-0212,Korean Tuna Chili,korean tuna chili,Main Meal,Lunch,Japan,False,True,True,Korean Tuna Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
213,REC-CAND-0213,Sheet Pan Salmon and Cauliflower,sheet pan salmon and cauliflower,Main Meal,Lunch,Spain,False,True,True,Sheet Pan Salmon and Cauliflower recipe,assets/main.avif,assets/card.avif,not-included-see-readme
214,REC-CAND-0214,Coconut Tofu with Cabbage,coconut tofu with cabbage,Main Meal,Dinner,Japan,False,True,True,Coconut Tofu with Cabbage recipe,assets/main.avif,assets/card.avif,not-included-see-readme
215,REC-CAND-0215,Chinese Lentil with Quinoa,chinese lentil with quinoa,Main Meal,Dinner,India,False,True,True,Chinese Lentil with Quinoa recipe,assets/main.avif,assets/card.avif,not-included-see-readme
216,REC-CAND-0216,Korean Tuna with Rice,korean tuna with rice,Main Meal,Dinner,Spain,False,True,True,Korean Tuna with Rice recipe,assets/main.avif,assets/card.avif,not-included-see-readme
217,REC-CAND-0217,Mediterranean Steak Sweet Potato Hash,mediterranean steak sweet potato hash,Main Meal,Breakfast,Jamaica,False,True,True,Mediterranean Steak Sweet Potato Hash recipe,assets/main.avif,assets/card.avif,not-included-see-readme
218,REC-CAND-0218,Cod Burrito Bowl,cod burrito bowl,Main Meal,Lunch,Peru,False,True,True,Cod Burrito Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
219,REC-CAND-0219,Lentil Stir Fry Bowl,lentil stir fry bowl,Main Meal,Lunch,Albania,True,True,True,Lentil Stir Fry Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
220,REC-CAND-0220,Sheet Pan Lean Beef and Broccoli,sheet pan lean beef and broccoli,Main Meal,Lunch,Peru,False,True,True,Sheet Pan Lean Beef and Broccoli recipe,assets/main.avif,assets/card.avif,not-included-see-readme
221,REC-CAND-0221,Cajun Pork Tenderloin Stew,cajun pork tenderloin stew,Main Meal,Dinner,Jamaica,False,True,True,Cajun Pork Tenderloin Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
222,REC-CAND-0222,Coconut Chicken with Mushrooms,coconut chicken with mushrooms,Main Meal,Lunch,Brazil,False,True,True,Coconut Chicken with Mushrooms recipe,assets/main.avif,assets/card.avif,not-included-see-readme
223,REC-CAND-0223,French Black Bean with Rice,french black bean with rice,Main Meal,Lunch,United States,False,True,True,French Black Bean with Rice recipe,assets/main.avif,assets/card.avif,not-included-see-readme
224,REC-CAND-0224,Tomato Basil Egg Salad Bowl,tomato basil egg salad bowl,Main Meal,Lunch,India,False,True,True,Tomato Basil Egg Salad Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
